post_id,date,text,s3,tags,img_old_src
100835674290,2014-10-24,"<p> <img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/100835674290_0.jpg""> </p> 
<p> <img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/100835674290_1.jpg""> </p> 
<div class=""caption"">
 <p><strong>Mary E. Ridenbaugh</strong></p> 
 <p>Considered a pioneer resident of the state of Idaho, Mary E. Ridenbaugh migrated with her parents at the age of 7 from Missouri in 1864. She lived with her parents on a cattle ranch until the age of 14, when she attended St. Michael’s Parish school and later attended St. Vincent’s convent in Walla Walla, Washington. After leaving Walla Walla, Mary taught for two terms at a school in Ada county before attending the State Normal School in San Jose, California.</p> 
 <p>Mary hoped to make teaching her profession, but soon after returning from California, Mary married William H. Ridenbaugh, a well known Boise lumber dealer and merchant miller, and she never resumed teaching. However, Mary was able to take an active role in the support of education in the state of Idaho and served as a member of the board of regents from 1901 to 1907. The first women’s dormitory on the University of Idaho campus was named in her honor and she was a champion of introducing domestic science courses at the university. Mary also labored for many years to secure funding for a Carnegie Library in Boise.</p> 
</div>",yes;yes,women; history; women in history; cool chicks of history; idaho; university of idaho; uidaho; boise; boise idaho; libraries; education; universities; oregon trail; vintage; feminism; ladies,../../media/100835674290_1.jpg ;../../media/100835674290_2.jpg 
100915955446,2014-10-25,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/100915955446.jpg ""> 
<div class=""caption"">
 <p>The 1902 University of Idaho Football Team, pictured in the <a href=""http://www.lib.uidaho.edu/digital/gem/1904/index.html"" target=""_blank"">1904 Gem of the Mountains Digital Yearbook</a>.</p> 
</div>",yes,vintage; history; idaho; uidaho; university of idaho; football; university football; idaho vandals; college football; sports; black and white; photography; vintage sports,../../media/100915955446.jpg 
101001613206,2014-10-26,"<p> <img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/101001613206_0.jpg""> </p> 
<p> <img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/101001613206_1.jpg""> </p> 
<div class=""caption"">
 <p>Fall scenes from the University of Idaho Campus. From the <a href=""http://www.lib.uidaho.edu/digital/gem/1962/index.html"" target=""_blank"">1962 Gem of the Mountains Digital Yearbook</a>.</p> 
</div>",yes;yes,fall; autumn; vintage; history; 1960s; vintage fashion; idaho; uidaho; university of idaho,../../media/101001613206_1.jpg ;../../media/101001613206_2.jpg 
101093218717,2014-10-27,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/101093218717.jpg ""> 
<div class=""caption"">
 <p>What registration used to look like, from the <a href=""http://www.lib.uidaho.edu/digital/gem/1962/index.html"" target=""_blank"">1962 Gem of the Mountains Digital Yearbook</a>.</p> 
</div>",yes,vintage; history; idaho; uidaho; university of idaho; 1960s,../../media/101093218717.jpg 
101179138110,2014-10-28,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/101179138110.jpg ""> 
<div class=""caption"">
 <blockquote> 
  <p>“Our University is not an accident; it is not a creature of impulse. It is a link in that divine chain of events which holds firmly for the use of today all the good and true of the past. ""It is a small college, but there are those who love it,” were the tender words of Daniel Webster in his noted defense of Dartmouth. The love of the loyal friends of the University of Idaho has made possible the progress of the past, and will make possible that greater development which must be commensurate with the other growth of the state it represents. We have made careful, conscientious progress. Unity of aim and purpose, affectionate regard for the traditions of our brief but significant past, pride of student and instructor in preserving the University’s good name have all united to develop it along the lines - not of least resistance - but of the broadest and deepest culture, the most thorough and useful training.“</p> 
 </blockquote> 
 <p>From the <a href=""http://www.lib.uidaho.edu/digital/gem/1904/index.html"" target=""_blank"">1904 Gem of the Mountains Digital Yearbook</a>.</p> 
</div>",yes,history; idaho; uidaho; university of idaho; vintage; 1900s; photography; black and white; yearbooks; vintage yearbooks,../../media/101179138110.jpg 
101262844858,2014-10-29,"<p> <img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/101262844858_0.jpg""> </p> 
<p> <img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/101262844858_1.jpg""> </p> 
<div class=""caption"">
 <p>Then and now: Moscow’s First United Methodist Church. Historical photograph from the <a href=""http://www.lib.uidaho.edu/digital/ott/"" target=""_blank"">Ott Historical Photograph Collection</a>.</p> 
</div>",yes;yes,history; vintage; idaho; moscow; churches; buildings; fall; photography; trees; age; methodist; methodist churches; church; moscow idaho,../../media/101262844858_1.jpg ;../../media/101262844858_2.jpg 
101344976261,2014-10-30,"<p> <img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/101344976261_0.jpg""> </p> 
<p> <img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/101344976261_1.jpg""> </p> 
<div class=""caption"">
 <p>Vintage Fashion: Young Christian Men and Women Associations, from the <a href=""http://www.lib.uidaho.edu/digital/gem/1910/"" target=""_blank"">1910 Gem of the Mountains Digital Yearbook</a>.</p> 
</div>",yes;yes,vintage; vintage fashion; history; idaho; uidaho; university of idaho; christian; christians; religion; 1900s; photography; black and white; group portrait; men; women,../../media/101344976261_1.jpg ;../../media/101344976261_2.jpg 
101425209990,2014-10-31,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/101425209990.jpg ""> 
<div class=""caption"">
 <p>A dark illustration from the <a href=""http://www.lib.uidaho.edu/digital/gem/1904/index.html"" target=""_blank"">1904 University of Idaho Yearbook</a>.</p> 
</div>",yes,halloween; spooky; dark; skulls; illustrations; vintage; illustration; history; idaho; uidaho; university of idaho; greek life; vintage greek,../../media/101425209990.jpg 
101497664486,2014-11-01,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/101497664486.jpg ""> 
<div class=""caption"">
 <p>The University of Idaho campus band, from the <a href=""http://www.lib.uidaho.edu/digital/gem/1904/index.html"" target=""_blank"">1904 Gem of the Mountains Digital Yearbook</a>.</p> 
</div>",yes,bands; marching bands; university bands; uidaho; idaho; university of idaho; musicians; university life; vintage; history; 1900s; photography; black and white; group portrait,../../media/101497664486.jpg 
101588674057,2014-11-02,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/101588674057.jpg ""> 
<div class=""caption"">
 <p>The faculty of the University of Idaho, from the <a href=""http://www.lib.uidaho.edu/digital/gem/1910/"" target=""_blank"">1910 Gem of the Mountains Digital Yearbook</a>.</p> 
</div>",yes,men; history; vintage; mens fashion; vintage men; idaho; uidaho; university of idaho; photography; black and white,../../media/101588674057.jpg 
101682357773,2014-11-03,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/101682357773.jpg ""> 
<div class=""caption"">
 <p><strong>The University of Idaho Library has a new digital collection!&nbsp;</strong></p> 
 <p><a href=""http://www.lib.uidaho.edu/digital/stonebraker/"" target=""_blank"">The Stonebraker Photograph Collection</a> is a collection of 540 photographs from the William Allen Stonebraker Collection, which was donated to the University of Idaho Library in 2003. Stonebraker took photographs in Central Idaho’s remote Salmon River and Frank Church - River of No Return areas a the turn of the twentieth century between 1900 and 1931.&nbsp;Topics and themes include a focus on his homestead (Stonebraker Ranch, still in existence today); photographs of his businesses, including his dude ranch, pack train and dogsled operations; photographs rich in documenting wildlife, scenery, hunting, railroads near Kooskia and Stites, and early aircraft operation to the Chamberlain Basin.</p> 
 <p>In 1902, Stonebraker helped build the Three Blaze Trail that ran from Grangeville, crossed the Salmon River at Campbell’s Ferry and continued into the Thunder Mountain gold mine area, near the mining town of Roosevelt, which turned into a lake in 1909 as a result of a landslide. In 1932, the same year as Stonebraker’s death, American author Zane Grey popularized Idaho’s last gold rush in his book “Thunder Mountain,” which was made into a film in 1935.</p> 
 <p>“The history of mining prospects indubitably remains a fascinating part of Idaho history,” said Garth Reese, head of the library’s Special Collections and Archives. “Thousands of men and women flooded into temporary camps in the state looking to prosper either through discovery or by offering their services to prospectors.”</p> 
 <p>Stonebraker’s photographs document his entrepreneurial spirit and his numerous businesses related to gold mining, including mail and supply pack strings, big-game hunting and ranching.</p> 
 <p>The collection was researched and described by Erin Passehl-Stoddart, digital projects manager, in fall 2014. Questions and comments about the collection may be directed to Devin Becker, digital initiatives and web services librarian, at&nbsp;<a href=""mailto:dbecker@uidaho.edu"" target=""_blank"">dbecker@uidaho.edu</a>.&nbsp;</p> 
 <p>This collection was featured our local news station KLEW! See the video here:&nbsp;<a href=""http://www.klewtv.com/news/local/U-I-Digitized-photos-280710422.html"" target=""_blank"">http://www.klewtv.com/news/local/U-I-Digitized-photos-280710422.html</a>&nbsp;</p> 
</div>",yes,libraries; digital libraries; idaho; history; vintage; mining; mining history; gold rush; idaho history; homesteaders; homestead; stonebraker; dude ranch; hunting; railroads; grangeville; grangevill idaho; salmon river; frank church river of no return; hiking; wilderness; wilderness areas; gold mining; ranching,../../media/101682357773.jpg 
101767596633,2014-11-04,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/101767596633.jpg ""> 
<div class=""caption"">
 <p>Five puppies in 1928 on the front porch of the Stonebraker Homestead, in central Idaho. From the <a href=""http://www.lib.uidaho.edu/digital/stonebraker/"" target=""_blank"">Stonebraker Photograph Collection</a>.</p> 
</div>",yes,puppies; cute; vintage; photography; history; idaho; dogs; animals; homesteads; ranch; ranch houses; black and white; negatives; sepia,../../media/101767596633.jpg 
101852176228,2014-11-05,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/101852176228.jpg ""> 
<div class=""caption"">
 <p>Two women laughing on a railroad track, 1903. From the <a href=""http://www.lib.uidaho.edu/digital/stonebraker/"" target=""_blank"">Stonebraker Photograph Collection</a>.</p> 
</div>",yes,idaho; history; vintage; women; vintage fashion; 1900s; 1900s fashion; womens fashion; wild west; railroads; railroad tracks; black and white; photography,../../media/101852176228.jpg 
101934877690,2014-11-06,"<p> <img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/101934877690_0.jpg""> </p> 
<p> <img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/101934877690_1.jpg""> </p> 
<p> <img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/101934877690_2.jpg""> </p> 
<p> <img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/101934877690_3.jpg""> </p> 
<p> <img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/101934877690_4.jpg""> </p> 
<p> <img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/101934877690_5.jpg""> </p> 
<p> <img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/101934877690_6.jpg""> </p> 
<p> <img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/101934877690_7.jpg""> </p> 
<div class=""caption"">
 <p>Vintage Fashion: 1940s graduating seniors edition</p> 
 <p>From the <a href=""http://www.lib.uidaho.edu/digital/gem/1940/"" target=""_blank"">1940 Gem of the Mountains Digital Yearbook</a></p> 
</div>",yes;yes;yes;yes;yes;yes;yes;yes,vintage; vintage fashion; idaho; university of idaho; uidaho; portraits; yearbooks; vintage yearbooks; 1940s; 1940s fashion; 1940s style,../../media/101934877690_1.jpg ;../../media/101934877690_2.jpg ;../../media/101934877690_3.jpg ;../../media/101934877690_4.jpg ;../../media/101934877690_5.jpg ;../../media/101934877690_6.jpg ;../../media/101934877690_7.jpg ;../../media/101934877690_8.jpg 
102017543877,2014-11-07,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/102017543877.jpg ""> 
<div class=""caption"">
 <p>1903 portrait of a woman named ‘Sourdough Jane’ from the <a href=""http://www.lib.uidaho.edu/digital/stonebraker/"" target=""_blank"">Stonebraker Photograph Collection</a>.</p> 
</div>",yes,history; vintage; idaho; women; womens fashion; 1900s; 1900s fashion; portrait; portraits; photography; black and white; vintage photography,../../media/102017543877.jpg 
102102188486,2014-11-08,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/102102188486.jpg ""> 
<div class=""caption"">
 <p>In this 1903 photograph a woman and two men pose outside of a tent camp on the Fourth of July on Thunder Mountain in central Idaho. From the&nbsp;<a href=""http://www.lib.uidaho.edu/digital/stonebraker/"" target=""_blank"">Stonebraker Photograph Collection</a>.</p> 
</div>",yes,the woman drinking tea is my favorite; she looks so hardcore; camping; vintage; history; idaho; thunder mountain; men; women; vintage fashion; 1900s; 1900s fashion; forest; snow; christmas in july,../../media/102102188486.jpg 
102192527265,2014-11-09,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/102192527265.jpg ""> 
<div class=""caption"">
 <p>1928 postcard of the Snake River and Railroad Bridge at Lewiston, Idaho. From the <a href=""http://www.lib.uidaho.edu/digital/stonebraker/index.html"" target=""_blank"">Stonebraker Photograph Collection</a>.</p> 
</div>",yes,vintage; idaho; postcards; history; lewiston; rivers; mountains; hills; railroad bridges; railroads; snake river; lewiston idaho,../../media/102192527265.jpg 
102283989038,2014-11-10,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/102283989038.jpg ""> 
<div class=""caption"">
 <p>1930 photograph of Lee Morse, a popular vaudeville performer from Kooskia, Idaho. Lee was one of the most recorded female vocalists of the 1920s. From the <a href=""http://www.ijc.uidaho.edu/morse_lee/"" target=""_blank"">Lee Morse Collection</a>.</p> 
</div>",yes,history; vaudeville; vintage; women; vintage fashion; lee morse; idaho; music; 1930s; 1930s music; cool chicks from history,../../media/102283989038.jpg 
102371287518,2014-11-11,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/102371287518.jpg ""> 
<div class=""caption"">
 <p>A 1902 portrait of two handsome men. From the <a href=""http://www.lib.uidaho.edu/digital/stonebraker/"" target=""_blank"">Stonebraker Photograph Collection</a>.</p> 
</div>",yes,vintage; vintage fashion; vintage men; photography; black and white; portrait; portraits; men; young men; mens fashion; 1900s; 1900s fashion; 1900s style; 1900s photography; vintage photography; idaho; idaho history; stonebraker,../../media/102371287518.jpg 
102456726136,2014-11-12,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/102456726136.jpg ""> 
<div class=""caption"">
 <p>Julian ‘Bud’ Benoit, a University of Idaho boxer and 1938 NCAA Chamption.</p> 
 <p>From the <a href=""http://www.lib.uidaho.edu/digital/boxing/"" target=""_blank"">Donald R. Theophilus Boxing Photograph Collection</a>.</p> 
</div>",yes,boxing; vintage; vintage sports; men; vintage men; idaho; uidaho; university of idaho; idaho vandals,../../media/102456726136.jpg 
102537534767,2014-11-13,"<p> <img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/102537534767_0.jpg""> </p> 
<p> <img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/102537534767_1.jpg""> </p> 
<p> <img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/102537534767_2.jpg""> </p> 
<p> <img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/102537534767_3.jpg""> </p> 
<p> <img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/102537534767_4.jpg""> </p> 
<p> <img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/102537534767_5.jpg""> </p> 
<p> <img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/102537534767_6.jpg""> </p> 
<p> <img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/102537534767_7.jpg""> </p> 
<p> <img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/102537534767_8.jpg""> </p> 
<div class=""caption"">
 <p>Vintage fashion: the class of 1913 edition</p> 
 <p>From the <a href=""http://www.lib.uidaho.edu/digital/gem/1912/index.html"" target=""_blank"">1912 Gem of the Mountains Digital Yearbook</a></p> 
</div>",yes;yes;yes;yes;yes;yes;yes;yes;yes,vintage; vintage fashion; history; 1913; 1912; 1910s; 1910s fashion; portraits; yearbook; yearbooks; vintage yearbooks; idaho; uidaho; university of idaho,../../media/102537534767_1.jpg ;../../media/102537534767_2.jpg ;../../media/102537534767_3.jpg ;../../media/102537534767_4.jpg ;../../media/102537534767_5.jpg ;../../media/102537534767_6.jpg ;../../media/102537534767_7.jpg ;../../media/102537534767_8.jpg ;../../media/102537534767_9.jpg 
102618785408,2014-11-14,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/102618785408.jpg ""> 
<div class=""caption"">
 <p>Vintage football program for a game between the University of Idaho and the University of Oregon on October 29, 1966.</p> 
 <p>From the <a href=""http://www.lib.uidaho.edu/digital/footballcovers/"" target=""_blank"">Idaho Vandals Football Historical Gameday Program Covers Collection</a>.</p> 
</div>",yes,vintage; vintage sports; football; college football; uidaho; idaho; university of idaho; uoregon; oregon; university of oregon; oregon ducks; idaho vandals,../../media/102618785408.jpg 
102701826043,2014-11-15,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/102701826043.jpg ""> 
<div class=""caption"">
 <p>The Pacific Coast Intercollegiate Boxing Association champions, 1947.</p> 
 <p>From the <a href=""http://www.lib.uidaho.edu/digital/boxing/"" target=""_blank"">Donald R. Theophilus Boxing Photograph Collection</a>.</p> 
</div>",yes,boxing; vintage; vintage sports; sports; idaho; uidaho; university of idaho; men; vintage men; washington state university; san jose state university; ucla; pacific coast boxing; boxing champions,../../media/102701826043.jpg 
102791378315,2014-11-16,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/102791378315.jpg ""> 
<div class=""caption"">
 <p>1897 portrait of William Allen Stonebraker.</p> 
 <p>From the <a href=""http://www.lib.uidaho.edu/digital/stonebraker/"" target=""_blank"">Stonebraker Photograph Collection</a>.</p> 
</div>",yes,vintage; vintage fashion; vintage men; men; portraits; black and white; photography,../../media/102791378315.jpg 
102882366075,2014-11-17,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/102882366075.jpg ""> 
<div class=""caption"">
 <p>Vintage football program for a game between the College of the Pacific and the University of Idaho on November 14, 1953.</p> 
 <p>From the&nbsp;<a href=""http://www.lib.uidaho.edu/digital/footballcovers/"" target=""_blank"">Idaho Vandals Football Historical Gameday Program Covers Collection</a>.</p> 
</div>",yes,vintage; vintage sports; sports; football; college football; idaho; uidaho; idaho vandals; university of idaho; college of the pacific,../../media/102882366075.jpg 
102966689635,2014-11-18,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/102966689635.jpg ""> 
<div class=""caption"">
 <p>A 1926 photograph of two men carrying a deer carcass on pole while a dog assists them.</p> 
 <p>From the&nbsp;<a href=""http://www.lib.uidaho.edu/digital/stonebraker/"" target=""_blank"">Stonebraker Photograph Collection</a>.</p> 
</div>",yes,vintage; hunting; deer hunting; dogs; hunting dogs; idaho; men,../../media/102966689635.jpg 
103049124955,2014-11-19,"<img src=""https://www.lib.uidaho.edu/digital/objects/uidahodigital/103049124955.jpg ""> 
<div class=""caption"">
 <p>A 1863 map of Oregon, Washington, Idaho, and British Columbia.&nbsp;</p> 
 <p>From the <a href=""http://digital.lib.uidaho.edu/cdm/landingpage/collection/spec_hm"" target=""_blank"">Idaho Historical Map Collection</a>.</p> 
</div>",yes,vintage; maps; map; vintage maps; northwest; pacific northwest; oregon; idaho; washington; british columbia; montana; history; historic maps; historical maps; northwest maps,../../media/103049124955.jpg 
